ID,City,Price,Attraction Index,Normalised Attraction Index,Restraunt Index,Normalised Restraunt Index
24259,Paris, € 417.09 ,319.24,15.54,875.10,51.42
24260,Paris, € 712.55 ,253.77,12.35,734.65,43.17
24261,Paris, € 347.66 ,338.63,16.48,871.67,51.22
24262,Paris, € 516.82 ,272.49,13.26,643.94,37.84
24263,Paris, € 156.58 ,247.14,12.03,628.89,36.95
24264,Paris, € 243.27 ,176.31,8.58,399.27,23.46
24265,Paris, € 169.63 ,172.26,8.39,386.16,22.69
24266,Paris, € 289.64 ,266.00,12.95,722.13,42.43
24267,Paris, € 243.27 ,191.31,9.31,483.70,28.42
24268,Paris, € 240.70 ,315.79,15.37,932.09,54.77
24269,Paris, € 527.08 ,213.36,10.39,570.44,33.52
24270,Paris, € 378.88 ,272.48,13.26,706.54,41.52
24271,Paris, € 199.23 ,246.11,11.98,623.93,36.66
24272,Paris, € 272.16 ,171.38,8.34,419.24,24.63
24273,Paris, € 521.48 ,248.61,12.10,646.79,38.01
24274,Paris, € 359.07 ,287.06,13.97,747.60,43.93
24275,Paris, € 291.97 ,266.15,12.96,699.92,41.13
24276,Paris, € 312.47 ,269.56,13.12,753.95,44.30
24277,Paris, € 348.59 ,268.37,13.06,747.01,43.89
24278,Paris, € 194.33 ,214.70,10.45,552.95,32.49
24279,Paris, € 243.27 ,267.24,13.01,715.07,42.02
24280,Paris, € 319.69 ,242.60,11.81,586.28,34.45
24281,Paris, € 257.71 ,225.40,10.97,615.27,36.15
24282,Paris, € 340.90 ,234.38,11.41,612.18,35.97
24283,Paris, € 289.87 ,288.82,14.06,826.85,48.59
24284,Paris, € 996.83 ,316.82,15.42,835.19,49.08
24285,Paris, € 253.75 ,321.96,15.67,866.55,50.92
24286,Paris, € 186.41 ,202.90,9.88,527.40,30.99
24287,Paris, € 197.83 ,238.82,11.63,651.57,38.29
24288,Paris, € 619.82 ,264.41,12.87,802.62,47.16
24289,Paris, € 243.03 ,204.31,9.95,527.89,31.02
24290,Paris, € 219.50 ,237.21,11.55,557.41,32.75
24291,Paris, € 157.28 ,305.45,14.87,792.00,46.54
24292,Paris, € 268.66 ,280.15,13.64,763.00,44.83
24293,Paris, € 278.22 ,255.76,12.45,670.80,39.42
24294,Paris, € 207.85 ,231.54,11.27,659.53,38.75
24295,Paris, € 329.95 ,271.20,13.20,738.97,43.42
24296,Paris, € 764.98 ,340.80,16.59,909.12,53.42
24297,Paris, € 278.22 ,243.60,11.86,631.15,37.09
24298,Paris, € 281.25 ,165.39,8.05,400.01,23.50
24299,Paris, € 194.33 ,279.92,13.63,768.35,45.15
24300,Paris, € 463.70 ,252.98,12.32,660.13,38.79
24301,Paris, € 188.51 ,166.53,8.11,402.18,23.63
24302,Paris, € 255.85 ,265.52,12.93,779.03,45.78
24303,Paris, € 330.18 ,288.60,14.05,663.27,38.97
24304,Paris, € 166.37 ,187.14,9.11,432.78,25.43
24305,Paris, € 287.31 ,279.42,13.60,634.90,37.31
24306,Paris, € 244.43 ,166.33,8.10,418.99,24.62
24307,Paris, € 303.62 ,186.10,9.06,428.96,25.21
24308,Paris, € 336.01 ,292.84,14.26,818.67,48.10
24309,Paris, € 170.33 ,173.51,8.45,422.55,24.83
24310,Paris, € 287.31 ,219.72,10.70,607.21,35.68
24311,Paris, € 122.10 ,187.55,9.13,445.40,26.17
24312,Paris, € 195.50 ,261.82,12.75,606.88,35.66
24313,Paris, € 194.33 ,279.16,13.59,746.90,43.89
24314,Paris, € 312.94 ,300.81,14.64,819.85,48.17
24315,Paris, € 237.21 ,188.89,9.19,478.49,28.12
24316,Paris, € 246.30 ,193.78,9.43,447.05,26.27
24317,Paris, € 324.35 ,273.61,13.32,811.83,47.70
24318,Paris, € 271.69 ,241.78,11.77,633.86,37.25
24319,Paris, € 254.68 ,337.47,16.43,953.56,56.03
24320,Paris, € 194.33 ,277.63,13.51,738.17,43.37
24321,Paris, € 671.08 ,303.09,14.75,789.34,46.38
24322,Paris, € 443.66 ,296.46,14.43,774.54,45.51
24323,Paris, € 246.30 ,190.57,9.28,436.73,25.66
24324,Paris, € 233.71 ,256.19,12.47,747.26,43.91
24325,Paris, € 255.38 ,171.98,8.37,411.47,24.18
24326,Paris, € 312.94 ,288.23,14.03,750.12,44.08
24327,Paris, € 249.09 ,239.65,11.67,618.03,36.32
24328,Paris, € 252.59 ,203.81,9.92,522.67,30.71
24329,Paris, € 359.31 ,186.84,9.10,455.02,26.74
24330,Paris, € 373.29 ,157.50,7.67,373.76,21.96
24331,Paris, € 181.75 ,214.51,10.44,544.61,32.00
24332,Paris, € 243.03 ,198.46,9.66,514.29,30.22
24333,Paris, € 216.00 ,329.98,16.06,934.04,54.88
24334,Paris, € 201.09 ,226.24,11.01,533.17,31.33
24335,Paris, € 382.37 ,257.44,12.53,701.83,41.24
24336,Paris, € 190.60 ,250.47,12.19,656.51,38.58
24337,Paris, € 192.47 ,265.01,12.90,699.31,41.09
24338,Paris, € 170.57 ,317.12,15.44,916.60,53.86
24339,Paris, € 486.76 ,160.94,7.83,380.35,22.35
24340,Paris, € 230.22 ,249.30,12.14,638.93,37.54
24341,Paris, € 153.32 ,199.63,9.72,516.77,30.37
24342,Paris, € 440.40 ,280.40,13.65,745.39,43.80
24343,Paris, € 175.93 ,163.77,7.97,393.95,23.15
24344,Paris, € 730.03 ,290.32,14.13,811.27,47.67
24345,Paris, € 183.15 ,161.64,7.87,385.17,22.63
24346,Paris, € 314.10 ,348.35,16.96,901.03,52.94
24347,Paris, € 438.07 ,165.43,8.05,411.59,24.18
24348,Paris, € 498.42 ,216.39,10.53,560.48,32.93
24349,Paris, € 301.29 ,293.68,14.30,667.02,39.19
24350,Paris, € 183.15 ,311.03,15.14,848.49,49.86
24351,Paris, € 278.22 ,170.11,8.28,414.17,24.34
24352,Paris, € 339.50 ,225.78,10.99,595.64,35.00
24353,Paris, € 226.02 ,194.48,9.47,510.70,30.01
24354,Paris, € 304.55 ,220.24,10.72,608.45,35.75
24355,Paris, € 122.10 ,183.16,8.92,426.86,25.08
24356,Paris, € 237.21 ,288.70,14.05,732.36,43.03
24357,Paris, € 347.66 ,202.92,9.88,496.49,29.17
24358,Paris, € 417.09 ,198.09,9.64,476.46,28.00
24359,Paris, € 486.53 ,194.53,9.47,465.68,27.36
24360,Paris, € 483.74 ,258.87,12.60,739.38,43.45
24361,Paris, € 380.28 ,354.25,17.24,915.02,53.77
24362,Paris, € 142.60 ,154.37,7.51,364.49,21.42
24363,Paris, € 97.63 ,193.85,9.44,450.75,26.49
24364,Paris, € 217.40 ,223.97,10.90,613.89,36.07
24365,Paris, € 300.12 ,161.62,7.87,384.82,22.61
24366,Paris, € 96.47 ,195.00,9.49,455.51,26.77
24367,Paris, € 230.22 ,181.97,8.86,469.90,27.61
24368,Paris, € 212.74 ,279.77,13.62,708.72,41.64
24369,Paris, € 229.05 ,159.89,7.78,363.98,21.39
24370,Paris, € 289.64 ,255.23,12.42,735.57,43.22
24371,Paris, € 230.22 ,166.95,8.13,405.49,23.83
24372,Paris, € 192.47 ,196.14,9.55,468.84,27.55
24373,Paris, € 301.05 ,279.04,13.58,805.79,47.35
24374,Paris, € 240.94 ,214.56,10.44,645.93,37.95
24375,Paris, € 168.24 ,228.74,11.13,604.91,35.54
24376,Paris, € 298.96 ,340.79,16.59,902.31,53.02
24377,Paris, € 383.07 ,281.49,13.70,779.75,45.82
24378,Paris, € 322.26 ,284.17,13.83,785.69,46.17
24379,Paris, € 278.68 ,274.57,13.37,629.59,36.99
24380,Paris, € 248.86 ,197.64,9.62,464.56,27.30
24381,Paris, € 443.66 ,284.74,13.86,651.24,38.27
24382,Paris, € 604.90 ,180.91,8.81,440.79,25.90
24383,Paris, € 195.50 ,287.99,14.02,759.78,44.64
24384,Paris, € 795.27 ,281.65,13.71,793.86,46.65
24385,Paris, € 515.66 ,201.05,9.79,540.44,31.76
24386,Paris, € 480.94 ,226.77,11.04,614.13,36.09
24387,Paris, € 157.75 ,323.87,15.77,927.60,54.51
24388,Paris, € 123.50 ,245.65,11.96,631.60,37.11
24389,Paris, € 637.52 ,257.33,12.53,722.89,42.48
24390,Paris, € 225.56 ,219.20,10.67,583.42,34.28
24391,Paris, € 307.58 ,214.37,10.44,587.15,34.50
24392,Paris, € 440.40 ,318.96,15.53,863.80,50.76
24393,Paris, € 392.86 ,313.30,15.25,840.62,49.39
24394,Paris, € 333.68 ,186.55,9.08,446.41,26.23
24395,Paris, € 292.90 ,281.77,13.72,747.03,43.89
24396,Paris, € 179.19 ,278.55,13.56,639.29,37.56
24397,Paris, € 267.73 ,277.84,13.52,821.60,48.28
24398,Paris, € 207.85 ,234.36,11.41,591.98,34.78
24399,Paris, € 194.33 ,181.15,8.82,451.32,26.52
24400,Paris, € 146.57 ,254.32,12.38,618.18,36.32
24401,Paris, € 231.62 ,326.18,15.88,841.87,49.47
24402,Paris, € 283.81 ,165.87,8.07,402.98,23.68
24403,Paris, € 359.07 ,190.89,9.29,521.06,30.62
24404,Paris, € 237.44 ,312.59,15.22,826.27,48.55
24405,Paris, € 195.50 ,294.25,14.32,837.44,49.21
24406,Paris, € 219.96 ,228.17,11.11,613.33,36.04
24407,Paris, € 183.15 ,201.22,9.80,468.97,27.56
24408,Paris, € 154.25 ,152.08,7.40,346.28,20.35
24409,Paris, € 347.89 ,255.48,12.44,677.82,39.83
24410,Paris, € 298.96 ,294.85,14.35,828.72,48.70
24411,Paris, € 219.96 ,247.17,12.03,728.54,42.81
24412,Paris, € 157.75 ,315.74,15.37,904.41,53.14
24413,Paris, € 740.52 ,183.15,8.92,429.40,25.23
24414,Paris, € 185.25 ,197.78,9.63,455.96,26.79
24415,Paris, € 196.43 ,185.63,9.04,432.36,25.41
24416,Paris, € 171.96 ,179.90,8.76,409.28,24.05
24417,Paris, € 181.52 ,193.96,9.44,496.75,29.19
24418,Paris, € 273.56 ,282.71,13.76,746.84,43.88
24419,Paris, € 211.58 ,216.79,10.55,596.08,35.03
24420,Paris, € 275.65 ,214.05,10.42,576.90,33.90
24421,Paris, € 176.86 ,181.71,8.85,420.43,24.70
24422,Paris, € 349.99 ,308.00,14.99,824.93,48.47
24423,Paris, € 192.94 ,183.49,8.93,422.66,24.84
24424,Paris, € 171.03 ,163.23,7.95,385.19,22.63
24425,Paris, € 236.28 ,178.53,8.69,441.71,25.95
24426,Paris, € 218.10 ,258.87,12.60,619.01,36.37
24427,Paris, € 411.50 ,199.80,9.73,466.59,27.42
24428,Paris, € 369.56 ,204.42,9.95,483.24,28.39
24429,Paris, € 237.21 ,291.68,14.20,841.87,49.47
24430,Paris, € 254.68 ,271.70,13.23,691.77,40.65
24431,Paris, € 219.03 ,290.56,14.14,880.86,51.76
24432,Paris, € 278.22 ,271.32,13.21,813.92,47.83
24433,Paris, € 155.89 ,283.05,13.78,754.50,44.33
24434,Paris, € 391.70 ,249.38,12.14,722.85,42.47
24435,Paris, € 422.92 ,239.21,11.64,642.21,37.74
24436,Paris, € 583.00 ,272.88,13.28,801.33,47.09
24437,Paris, € 455.31 ,278.83,13.57,820.31,48.20
24438,Paris, € 441.56 ,275.31,13.40,819.22,48.14
24439,Paris, € 171.03 ,261.00,12.71,716.17,42.08
24440,Paris, € 205.75 ,200.67,9.77,475.22,27.92
24441,Paris, € 158.92 ,206.76,10.07,509.79,29.95
24442,Paris, € 118.14 ,184.60,8.99,426.86,25.08
24443,Paris, € 279.62 ,340.30,16.57,893.57,52.51
24444,Paris, € 279.62 ,333.59,16.24,917.63,53.92
24445,Paris, € 146.57 ,246.43,12.00,695.76,40.88
24446,Paris, € 403.35 ,232.98,11.34,614.62,36.11
24447,Paris, € 296.86 ,210.00,10.22,542.78,31.89
24448,Paris, € 719.55 ,310.97,15.14,806.42,47.38
24449,Paris, € 719.55 ,304.07,14.80,789.12,46.37
24450,Paris, € 293.13 ,171.75,8.36,438.03,25.74
24451,Paris, € 415.00 ,237.63,11.57,613.04,36.02
24452,Paris, € 355.58 ,246.15,11.98,644.05,37.84
24453,Paris, € 122.10 ,193.86,9.44,446.60,26.24
24454,Paris, € 254.92 ,305.83,14.89,875.30,51.43
24455,Paris, € 260.74 ,197.46,9.61,503.20,29.57
24456,Paris, € 171.03 ,175.13,8.53,463.03,27.21
24457,Paris, € 231.62 ,209.09,10.18,500.23,29.39
24458,Paris, € 212.04 ,319.16,15.54,928.58,54.56
24459,Paris, € 265.87 ,242.72,11.82,649.31,38.15
24460,Paris, € 443.66 ,228.59,11.13,625.62,36.76
24461,Paris, € 266.57 ,206.30,10.04,564.57,33.17
24462,Paris, € 533.37 ,310.01,15.09,883.92,51.94
24463,Paris, € 353.25 ,293.72,14.30,815.42,47.91
24464,Paris, € 171.03 ,249.32,12.14,654.72,38.47
24465,Paris, € 305.95 ,269.14,13.10,805.52,47.33
24466,Paris, € 758.92 ,287.37,13.99,766.56,45.04
24467,Paris, € 347.66 ,303.88,14.79,866.48,50.91
24468,Paris, € 192.94 ,242.33,11.80,736.53,43.28
24469,Paris, € 496.09 ,273.41,13.31,645.71,37.94
24470,Paris, € 417.09 ,245.28,11.94,637.84,37.48
24471,Paris, € 122.10 ,188.45,9.17,449.97,26.44
24472,Paris, € 231.62 ,308.62,15.02,926.54,54.44
24473,Paris, € 326.68 ,293.72,14.30,815.41,47.91
24474,Paris, € 171.03 ,269.19,13.10,716.11,42.08
24475,Paris, € 324.59 ,169.92,8.27,385.39,22.65
24476,Paris, € 158.92 ,280.43,13.65,830.11,48.78
24477,Paris, € 214.14 ,308.53,15.02,881.98,51.82
24478,Paris, € 235.34 ,272.02,13.24,723.85,42.53
24479,Paris, € 254.68 ,268.31,13.06,715.71,42.05
24480,Paris, € 399.62 ,302.61,14.73,895.35,52.61
24481,Paris, € 387.27 ,264.61,12.88,723.46,42.51
24482,Paris, € 409.17 ,277.97,13.53,751.07,44.13
24483,Paris, € 455.31 ,273.67,13.32,812.42,47.74
24484,Paris, € 233.01 ,260.69,12.69,674.25,39.62
24485,Paris, € 169.63 ,188.52,9.18,440.97,25.91
24486,Paris, € 282.65 ,256.34,12.48,609.69,35.82
24487,Paris, € 514.49 ,316.04,15.38,847.17,49.78
24488,Paris, € 162.18 ,150.97,7.35,336.26,19.76
24489,Paris, € 107.65 ,189.83,9.24,442.92,26.03
24490,Paris, € 183.15 ,161.57,7.87,383.64,22.54
24491,Paris, € 107.65 ,190.29,9.26,439.94,25.85
24492,Paris, € 424.32 ,321.88,15.67,832.33,48.91
24493,Paris, € 325.52 ,285.46,13.90,835.11,49.07
24494,Paris, € 698.81 ,263.10,12.81,723.95,42.54
24495,Paris, € 237.21 ,283.21,13.79,762.88,44.83
24496,Paris, € 301.29 ,232.48,11.32,600.05,35.26
24497,Paris, € 107.65 ,197.65,9.62,469.35,27.58
24498,Paris, € 117.21 ,192.33,9.36,452.18,26.57
24499,Paris, € 122.10 ,194.60,9.47,453.04,26.62
24500,Paris, € 665.25 ,285.25,13.89,742.11,43.61
24501,Paris, € 122.10 ,186.70,9.09,444.47,26.12
24502,Paris, € 122.10 ,186.24,9.07,467.64,27.48
24503,Paris, € 564.36 ,274.56,13.37,811.04,47.66
24504,Paris, € 242.57 ,233.27,11.36,610.34,35.86
24505,Paris, € 351.15 ,316.20,15.39,838.03,49.24
24506,Paris, € 152.16 ,163.47,7.96,397.12,23.33
24507,Paris, € 193.87 ,266.36,12.97,674.84,39.65
24508,Paris, € 257.01 ,209.43,10.19,556.82,32.72
24509,Paris, € 318.53 ,234.26,11.40,596.17,35.03
24510,Paris, € 167.30 ,116.30,5.66,258.67,15.20
24511,Paris, € 694.15 ,266.36,12.97,727.06,42.72
24512,Paris, € 463.70 ,181.44,8.83,413.71,24.31
24513,Paris, € 820.67 ,212.57,10.35,552.40,32.46
24514,Paris, € 351.15 ,336.11,16.36,929.16,54.60
24515,Paris, € 107.65 ,190.33,9.27,443.93,26.08
24516,Paris, € 107.65 ,189.35,9.22,436.82,25.67
24517,Paris, € 283.81 ,211.90,10.32,568.28,33.39
24518,Paris, € 573.45 ,249.11,12.13,645.68,37.94
24519,Paris, € 134.45 ,177.55,8.64,467.73,27.48
24520,Paris, € 122.10 ,186.96,9.10,442.12,25.98
24521,Paris, € 237.21 ,197.11,9.60,522.43,30.70
24522,Paris, € 417.09 ,243.65,11.86,640.19,37.62
24523,Paris, € 141.67 ,248.18,12.08,641.04,37.67
24524,Paris, € 562.03 ,346.74,16.88,892.29,52.43
24525,Paris, € 449.72 ,267.60,13.03,720.14,42.32
24526,Paris, € 183.15 ,293.25,14.28,785.34,46.15
24527,Paris, € 241.87 ,262.75,12.79,696.56,40.93
24528,Paris, € 146.57 ,280.68,13.66,723.65,42.52
24529,Paris, € 962.11 ,250.11,12.18,725.46,42.63
24530,Paris, € 241.87 ,209.93,10.22,551.86,32.43
24531,Paris, € 266.33 ,316.70,15.42,825.14,48.48
24532,Paris, € 199.23 ,234.41,11.41,689.33,40.50
24533,Paris, € 329.95 ,302.73,14.74,817.96,48.06
24534,Paris, € 394.03 ,279.57,13.61,776.84,45.65
24535,Paris, € 278.22 ,236.89,11.53,611.68,35.94
24536,Paris, € 205.28 ,275.21,13.40,709.06,41.66
24537,Paris, € 394.03 ,292.00,14.21,763.80,44.88
24538,Paris, € 211.58 ,215.32,10.48,565.42,33.22
24539,Paris, € 336.01 ,205.08,9.98,561.37,32.99
24540,Paris, € 312.94 ,285.52,13.90,739.14,43.43
24541,Paris, € 278.22 ,160.52,7.81,378.33,22.23
24542,Paris, € 171.03 ,302.56,14.73,806.84,47.41
24543,Paris, € 295.46 ,319.10,15.53,911.47,53.56
24544,Paris, € 456.71 ,275.56,13.41,737.75,43.35
24545,Paris, € 275.65 ,236.31,11.50,693.24,40.73
24546,Paris, € 171.03 ,172.06,8.38,427.94,25.15
24547,Paris, € 206.45 ,227.74,11.09,602.07,35.38
24548,Paris, € 197.83 ,168.39,8.20,420.56,24.71
24549,Paris, € 181.98 ,262.21,12.76,697.46,40.98
24550,Paris, € 312.94 ,327.45,15.94,886.45,52.09
24551,Paris, € 760.32 ,289.86,14.11,862.16,50.66
24552,Paris, € 307.11 ,262.03,12.76,697.71,41.00
24553,Paris, € 370.72 ,342.47,16.67,931.31,54.72
24554,Paris, € 300.12 ,261.43,12.73,780.15,45.84
24555,Paris, € 359.07 ,164.28,8.00,404.60,23.77
24556,Paris, € 387.97 ,192.74,9.38,450.60,26.48
24557,Paris, € 307.11 ,289.22,14.08,734.99,43.19
24558,Paris, € 276.59 ,203.76,9.92,513.44,30.17
24559,Paris, € 242.57 ,201.98,9.83,545.24,32.04
24560,Paris, € 189.44 ,172.56,8.40,424.10,24.92
24561,Paris, € 312.70 ,309.17,15.05,872.05,51.24
24562,Paris, € 764.98 ,263.82,12.84,782.58,45.98
24563,Paris, € 428.74 ,164.60,8.01,393.15,23.10
24564,Paris, € 201.09 ,243.23,11.84,629.25,36.97
24565,Paris, € 301.29 ,253.02,12.32,660.52,38.81
24566,Paris, € 218.10 ,174.97,8.52,425.34,24.99
24567,Paris, € 231.62 ,259.90,12.65,686.42,40.33
24568,Paris, € 236.28 ,256.25,12.47,652.75,38.36
24569,Paris, € 336.24 ,222.78,10.85,530.88,31.19
24570,Paris, € 417.09 ,245.69,11.96,694.23,40.79
24571,Paris, € 266.57 ,242.67,11.81,612.65,36.00
24572,Paris, € 188.97 ,187.81,9.14,428.20,25.16
24573,Paris, € 198.53 ,201.88,9.83,517.49,30.41
24574,Paris, € 265.17 ,197.24,9.60,475.46,27.94
24575,Paris, € 265.87 ,296.64,14.44,785.07,46.13
24576,Paris, € 440.40 ,245.09,11.93,624.74,36.71
24577,Paris, € 364.90 ,288.55,14.05,759.89,44.65
24578,Paris, € 280.55 ,274.58,13.37,701.52,41.22
24579,Paris, € 402.18 ,183.36,8.93,422.08,24.80
24580,Paris, € 475.35 ,280.22,13.64,777.27,45.67
24581,Paris, € 886.62 ,224.95,10.95,491.71,28.89
24582,Paris, € 863.55 ,218.46,10.63,468.51,27.53
24583,Paris, € 194.80 ,272.13,13.25,585.68,34.41
24584,Paris, € 649.18 ,216.82,10.55,463.60,27.24
24585,Paris, € 497.25 ,230.12,11.20,552.46,32.46
24586,Paris, € 243.27 ,240.63,11.71,500.25,29.39
24587,Paris, € 141.91 ,277.59,13.51,605.98,35.61
24588,Paris, € 649.18 ,221.02,10.76,475.24,27.92
24589,Paris, € 591.15 ,368.56,17.94,562.48,33.05
24590,Paris, € 805.53 ,223.39,10.87,483.90,28.43
24591,Paris, € 230.92 ,215.86,10.51,465.89,27.38
24592,Paris, € 446.22 ,295.94,14.41,547.59,32.18
24593,Paris, € 248.86 ,263.20,12.81,585.05,34.38
24594,Paris, € 206.45 ,316.96,15.43,718.61,42.23
24595,Paris," € 1,275.05 ",218.59,10.64,408.51,24.00
24596,Paris, € 230.22 ,241.90,11.78,442.05,25.97
24597,Paris, € 363.73 ,237.42,11.56,496.16,29.15
24598,Paris, € 471.62 ,265.72,12.93,548.46,32.23
24599,Paris, € 278.22 ,304.24,14.81,601.73,35.36
24600,Paris, € 271.46 ,271.95,13.24,563.91,33.14
24601,Paris, € 283.81 ,235.69,11.47,505.12,29.68
24602,Paris, € 166.37 ,200.31,9.75,461.22,27.10
24603,Paris, € 250.26 ,255.51,12.44,477.45,28.05
24604,Paris, € 190.60 ,380.03,18.50,680.94,40.01
24605,Paris, € 475.35 ,295.22,14.37,584.24,34.33
24606,Paris, € 521.48 ,221.57,10.79,447.58,26.30
24607,Paris, € 312.94 ,312.70,15.22,626.70,36.82
24608,Paris, € 194.33 ,257.07,12.51,563.45,33.11
24609,Paris, € 158.22 ,229.69,11.18,555.81,32.66
24610,Paris, € 318.53 ,248.47,12.10,508.50,29.88
24611,Paris, € 216.70 ,218.22,10.62,505.23,29.69
24612,Paris, € 366.06 ,281.07,13.68,640.88,37.66
24613,Paris, € 388.20 ,337.56,16.43,603.84,35.48
24614,Paris, € 301.52 ,268.82,13.09,557.22,32.74
24615,Paris, € 579.50 ,255.19,12.42,597.22,35.09
24616,Paris, € 224.86 ,248.58,12.10,499.57,29.35
24617,Paris, € 272.16 ,373.42,18.18,643.06,37.79
24618,Paris, € 398.69 ,276.44,13.46,745.37,43.80
24619,Paris, € 381.21 ,336.51,16.38,594.58,34.94
24620,Paris, € 367.23 ,247.86,12.07,571.31,33.57
24621,Paris, € 211.11 ,225.05,10.96,489.47,28.76
24622,Paris, € 171.03 ,291.57,14.19,666.33,39.15
24623,Paris, € 283.81 ,321.11,15.63,719.07,42.25
24624,Paris, € 243.27 ,301.34,14.67,692.16,40.67
24625,Paris, € 225.09 ,206.44,10.05,398.54,23.42
24626,Paris, € 359.07 ,279.47,13.60,572.45,33.64
24627,Paris, € 823.00 ,445.16,21.67,665.49,39.10
24628,Paris, € 425.25 ,312.87,15.23,704.29,41.38
24629,Paris, € 218.80 ,243.27,11.84,597.44,35.11
24630,Paris, € 229.29 ,208.14,10.13,640.96,37.66
24631,Paris, € 590.92 ,220.26,10.72,410.11,24.10
24632,Paris, € 463.70 ,298.49,14.53,545.55,32.06
24633,Paris, € 509.83 ,322.21,15.68,652.58,38.35
24634,Paris, € 453.21 ,245.50,11.95,514.31,30.22
24635,Paris, € 322.26 ,253.48,12.34,579.15,34.03
24636,Paris, € 295.46 ,288.67,14.05,659.12,38.73
24637,Paris, € 188.51 ,373.14,18.16,729.59,42.87
24638,Paris, € 207.85 ,226.67,11.03,494.98,29.08
24639,Paris, € 216.00 ,228.69,11.13,471.74,27.72
24640,Paris, € 229.98 ,255.12,12.42,469.64,27.60
24641,Paris, € 339.50 ,288.67,14.05,659.13,38.73
24642,Paris, € 175.93 ,303.68,14.78,645.04,37.90
24643,Paris, € 373.29 ,303.94,14.80,547.93,32.20
24644,Paris, € 428.51 ,255.76,12.45,527.17,30.98
24645,Paris, € 261.91 ,269.40,13.11,573.23,33.68
24646,Paris, € 150.29 ,326.43,15.89,751.68,44.17
24647,Paris, € 301.29 ,322.58,15.70,563.71,33.12
24648,Paris, € 240.94 ,322.39,15.69,676.27,39.74
24649,Paris, € 278.22 ,368.49,17.94,659.09,38.73
24650,Paris, € 366.30 ,206.96,10.07,410.28,24.11
24651,Paris, € 187.58 ,338.61,16.48,695.96,40.89
24652,Paris, € 194.80 ,241.05,11.73,523.98,30.79
24653,Paris, € 383.54 ,288.67,14.05,659.12,38.73
24654,Paris, € 134.45 ,297.71,14.49,599.70,35.24
24655,Paris, € 394.03 ,328.81,16.01,641.67,37.70
24656,Paris, € 336.01 ,264.35,12.87,493.74,29.01
24657,Paris, € 428.74 ,221.36,10.78,411.96,24.21
24658,Paris, € 213.91 ,290.52,14.14,657.01,38.61
24659,Paris, € 278.22 ,253.68,12.35,566.77,33.30
24660,Paris, € 266.33 ,231.66,11.28,506.13,29.74
24661,Paris, € 192.00 ,287.70,14.01,616.62,36.23
24662,Paris, € 195.50 ,220.32,10.72,479.40,28.17
24663,Paris, € 463.70 ,460.70,22.43,613.41,36.04
24664,Paris, € 463.70 ,460.70,22.43,612.95,36.02
24665,Paris, € 463.70 ,428.28,20.85,594.40,34.93
24666,Paris, € 533.37 ,465.03,22.64,614.66,36.12
24667,Paris, € 486.76 ,451.67,21.99,608.58,35.76
24668,Paris, € 695.54 ,409.20,19.92,583.58,34.29
24669,Paris, € 695.54 ,445.00,21.66,603.47,35.46
24670,Paris, € 207.15 ,208.35,10.14,531.32,31.22
24671,Paris, € 257.71 ,208.67,10.16,412.54,24.24
24672,Paris, € 424.32 ,335.20,16.32,561.21,32.98
24673,Paris, € 289.87 ,199.12,9.69,497.57,29.24
24674,Paris, € 243.27 ,235.65,11.47,473.55,27.83
24675,Paris, € 254.92 ,244.10,11.88,460.57,27.06
24676,Paris, € 202.49 ,204.65,9.96,397.00,23.33
24677,Paris, € 545.25 ,335.91,16.35,559.28,32.86
24678,Paris, € 193.63 ,215.60,10.50,440.01,25.86
24679,Paris, € 347.66 ,383.56,18.67,677.45,39.81
24680,Paris, € 312.70 ,273.52,13.31,542.09,31.85
24681,Paris, € 635.19 ,217.35,10.58,405.70,23.84
24682,Paris, € 224.16 ,271.88,13.24,599.38,35.22
24683,Paris, € 579.50 ,293.78,14.30,547.55,32.17
24684,Paris, € 188.51 ,256.22,12.47,528.64,31.06
24685,Paris, € 336.01 ,231.72,11.28,486.56,28.59
24686,Paris, € 158.92 ,286.64,13.95,617.41,36.28
24687,Paris, € 229.52 ,342.22,16.66,703.43,41.33
24688,Paris, € 257.48 ,342.22,16.66,703.43,41.33
24689,Paris, € 141.44 ,218.08,10.62,472.21,27.75
24690,Paris, € 243.50 ,384.60,18.72,653.77,38.42
24691,Paris, € 238.61 ,281.11,13.68,582.11,34.20
24692,Paris, € 247.93 ,347.40,16.91,738.64,43.40
24693,Paris, € 475.35 ,436.52,21.25,677.73,39.82
24694,Paris, € 282.65 ,242.45,11.80,520.29,30.57
24695,Paris, € 256.55 ,355.46,17.30,672.60,39.52
24696,Paris, € 289.87 ,395.99,19.28,716.56,42.10
24697,Paris," € 1,600.80 ",298.64,14.54,578.02,33.96
24698,Paris," € 1,042.04 ",457.41,22.27,610.96,35.90
24699,Paris, € 394.03 ,224.84,10.94,462.85,27.20
24700,Paris, € 253.52 ,262.55,12.78,559.39,32.87
24701,Paris, € 204.82 ,248.91,12.12,519.68,30.54
24702,Paris, € 378.88 ,276.55,13.46,610.48,35.87
24703,Paris, € 382.37 ,290.77,14.15,560.29,32.92
24704,Paris, € 296.63 ,321.11,15.63,756.42,44.45
24705,Paris, € 340.67 ,327.02,15.92,748.34,43.97
24706,Paris, € 340.67 ,321.68,15.66,764.36,44.91
24707,Paris, € 366.53 ,326.69,15.90,750.81,44.12
